Order No.,Tracking No,Carrier Name,Booked From,Booked Date,Delivered At,Deliver Date,Status Now
1940476,Z77930131,DTDC,,,RANCHI,Sun, Dec 09, 2012 11:10 AM,DELIVERED
1940668,Z77930132,DTDC,,,GURGAON,Tue, Dec 04, 2012 4:35 PM,DELIVERED
1941040,Z77930151,DTDC,,,BANGALORE,Wed, Dec 05, 2012 11:35 AM,DELIVERED
1941045,Z77932493,DTDC,,,SHAHAPUR -KA,Wed, Dec 05, 2012 3:30 PM,DELIVERED
1941241,Z77930152,DTDC,,,GUWAHATI,Sat, Dec 08, 2012 4:00 PM,DELIVERED
1941376,Z77930133,DTDC,,,JALANDHAR,,IN TRANSIT
1941505,Z77930143,DTDC,,,BANGALORE,Wed, Dec 05, 2012 11:25 AM,DELIVERED
1941824,X01589517,DTDC,,,NOIDA,Tue, Dec 04, 2012 4:39 PM,DELIVERED
1941939,Z77930149,DTDC,,,HYDERABAD,Wed, Dec 05, 2012 4:55 AM,DELIVERED
1941966,X01589520,DTDC,,,AHMEDABAD,Wed, Dec 05, 2012 10:22 PM,DELIVERED
1944044,A24568785,DTDC,,,JHARSUGUDA,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1944306,Z78574754,DTDC,,,KOLKATA,Thu, Dec 06, 2012 3:00 PM,DELIVERED
1945366,Z77930179,DTDC,,,TIRUNELVELI,Sat, Dec 08, 2012 11:18 AM,DELIVERED
1945369,Z77930180,DTDC,,,VASCO DA GAMA,Wed, Dec 05, 2012 4:50 PM,DELIVERED
1945375,Z77930181,DTDC,,,DELHI,Tue, Dec 04, 2012 10:45 AM,DELIVERED
1945383,Z77930182,DTDC,,,NOIDA,Wed, Dec 05, 2012 8:00 PM,DELIVERED
1945386,Z77930183,DTDC,,,PUNE,Wed, Dec 05, 2012 11:31 AM,DELIVERED
1945388,Z77930184,DTDC,,,GHAZIABAD,Tue, Dec 04, 2012 0:05 PM,DELIVERED
1945389,Z77930185,DTDC,,,TRIVANDRUM,Fri, Dec 07, 2012 0:30 PM,DELIVERED
1945390,Z77930186,DTDC,,,BHARUCH,Thu, Dec 06, 2012 2:25 PM,DELIVERED
1945395,Z77930187,DTDC,,,JAIPUR,,IN TRANSIT
1945405,Z77930188,DTDC,,,BADAUN,Mon, Dec 10, 2012 2:30 PM,DELIVERED
1945406,Z77930189,DTDC,,,GWALIOR,Wed, Dec 05, 2012 6:00 PM,DELIVERED
1945415,Z77930190,DTDC,,,HYDERABAD,Wed, Dec 05, 2012 4:55 PM,DELIVERED
1945419,Z77930191,DTDC,,,KHANNA,Wed, Dec 05, 2012 0:25 PM,DELIVERED
1945421,Z77930192,DTDC,,,MUMBAI,Wed, Dec 05, 2012 0:00 PM,DELIVERED
1945423,Z77930193,DTDC,,,BARODA,Thu, Dec 06, 2012 1:10 PM,DELIVERED
1945426,Z77930194,DTDC,,,AJMER,Wed, Dec 05, 2012 11:00 AM,DELIVERED
1945430,Z77930195,DTDC,,,KOLKATA,Wed, Dec 05, 2012 5:10 PM,DELIVERED
1945431,Z77930196,DTDC,,,ALIGARH,Sat, Dec 08, 2012 4:10 PM,DELIVERED
1945434,Z77930197,DTDC,,,DELHI,Tue, Dec 04, 2012 11:00 AM,DELIVERED
1945439,Z77930198,DTDC,,,CHENNAI,Wed, Dec 05, 2012 2:00 PM,DELIVERED
1945443,Z77930199,DTDC,,,DELHI,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1945445,Z77930200,DTDC,,,BAHADURGARH,Tue, Dec 04, 2012 11:30 AM,DELIVERED
1945451,Z77930201,DTDC,,,KHANNA,Wed, Dec 05, 2012 0:30 PM,DELIVERED
1945457,Z77930202,DTDC,,,HISSAR,Wed, Dec 05, 2012 2:07 PM,DELIVERED
1945458,Z77930203,DTDC,,,THANE,Wed, Dec 05, 2012 1:50 PM,DELIVERED
1945461,Z77930204,DTDC,,,BIKANER,Fri, Dec 07, 2012 10:00 AM,DELIVERED
1945466,Z77930205,DTDC,,,BHUBANESHWAR,Wed, Dec 05, 2012 1:53 PM,DELIVERED
1945468,Z77930206,DTDC,,,KHANNA,Thu, Dec 06, 2012 11:20 AM,DELIVERED
1945473,Z77930207,DTDC,,,SULTANPUR,Thu, Dec 06, 2012 11:25 AM,DELIVERED
1945474,Z77930208,DTDC,,,DELHI,Tue, Dec 04, 2012 10:40 AM,DELIVERED
1947456,Z77930157,DTDC,,,SIVAGANGAI,Wed, Dec 05, 2012 11:25 AM,DELIVERED
1947591,Z77930158,DTDC,,,KHAMMAM,Fri, Dec 07, 2012 10:14 AM,DELIVERED
1947727,Z77932494,DTDC,,,HOWRAH,,HELD UP
1947736,Z77930159,DTDC,,,YAVATMAL,Wed, Dec 05, 2012 0:22 PM,DELIVERED
1947860,Z77930160,DTDC,,,RAMPUR,Tue, Dec 04, 2012 11:45 AM,DELIVERED
1947971,Z77930161,DTDC,,,GUNTUR,Thu, Dec 06, 2012 4:30 PM,DELIVERED
1947977,Z77930162,DTDC,,,RAIPUR,Sat, Dec 08, 2012 4:00 PM,DELIVERED
1948023,Z77932492,DTDC,,,DHANIAKHALI,Sat, Dec 08, 2012 1:40 PM,DELIVERED
1948056,Z77930163,DTDC,,,MUZAFFARNAGAR,,IN TRANSIT
1948092,Z77930164,DTDC,,,MOHALI,Wed, Dec 05, 2012 11:20 AM,DELIVERED
1948453,Z77930165,DTDC,,,DEORIA,Sat, Dec 08, 2012 3:20 PM,DELIVERED
1948849,Z77930166,DTDC,,,VAPI,Thu, Dec 06, 2012 0:30 PM,DELIVERED
1949335,Z77932497,DTDC,,,MATHURA,Tue, Dec 04, 2012 0:50 PM,DELIVERED
1949446,Z77930167,DTDC,,,CUDDAPAH,Wed, Dec 05, 2012 11:00 AM,DELIVERED
1949525,Z77932495,DTDC,,,BHOPAL,,IN TRANSIT
1949627,Z77930168,DTDC,,,BAGALKOT,Wed, Dec 05, 2012 2:35 PM,DELIVERED
1949789,Z77930169,DTDC,,,BADAUN,Thu, Dec 06, 2012 2:15 PM,DELIVERED
1949824,A24568784,DTDC,,,MUMBAI,,ATTEMPTED
1949870,Z77930170,DTDC,,,CUDDAPAH,Thu, Dec 06, 2012 11:20 AM,DELIVERED
1950157,Z77930171,DTDC,,,MEERUT,Tue, Dec 04, 2012 9:21 PM,DELIVERED
1950249,Z77932496,DTDC,,,BHOPAL,Thu, Dec 06, 2012 3:00 PM,DELIVERED
1950678,Z77930172,DTDC,,,KHAMMAM,,ATTEMPTED
1950839,Z77930173,DTDC,,,MUMBRA,Thu, Dec 06, 2012 4:00 PM,DELIVERED
1950841,Z77930174,DTDC,,,THANE,Thu, Dec 06, 2012 11:01 PM,DELIVERED
1942596,30239895361,DTDC,,,,,
1942601,30239895464,DTDC,,,,,
1944202,X01238498,DTDC,,,BANGALORE,Tue, Dec 11, 2012 2:00 PM,DELIVERED
1944465,X01238499,DTDC,,,BIRATI,Thu, Dec 06, 2012 3:00 PM,DELIVERED
